Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
HACD1	HGNC:9639	HACD1	3-hydroxyacyl-CoA dehydratase 1	Enables enzyme binding activity; hydroxyapatite binding activity; and very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity. Involved in several processes, including cementum mineralization; fatty acid biosynthetic process; and positive regulation of cell-substrate adhesion. Located in endoplasmic reticulum. Implicated in congenital myopathy.	MGI:1353592:Hacd1
SVOPL	HGNC:27034	SVOPL	SVOP like	Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be located in membrane.	MGI:2444335:Svopl
TUBB6	HGNC:20776	TUBB6	tubulin beta 6 class V	Predicted to enable GTP binding activity. Predicted to be a structural constituent of cytoskeleton. Predicted to be involved in microtubule cytoskeleton organization and mitotic cell cycle. Located in intercellular bridge; microtubule; and mitotic spindle.	MGI:1915201:Tubb6
SMPX	HGNC:11122	SMPX	small muscle protein X-linked	Predicted to be involved in striated muscle contraction. Predicted to be located in contractile muscle fiber; membrane; and nucleus. Predicted to be active in M band; costamere; and muscle tendon junction. Implicated in X-linked deafness 4.	MGI:1913356:Smpx
SOX2	HGNC:11195	SOX2	SRY-box transcription factor 2	Enables DNA-binding transcription factor activity; miRNA binding activity; and transcription cis-regulatory region binding activity. Involved in several processes, including negative regulation of cell cycle G1/S phase transition; osteoblast differentiation; and regulation of signal transduction. Acts upstream of or within endodermal cell fate specification and positive regulation of transcription by RNA polymerase II. Located in cytosol and nucleoplasm. Implicated in breast cancer; nasal cavity cancer; and syndromic microphthalmia 3. Biomarker of breast cancer; carcinoma (multiple); and melanoma.	MGI:98364:Sox2
CP	HGNC:2295	CP	ceruloplasmin	Enables ferroxidase activity; peroxidase activity; and protein-folding chaperone binding activity. Involved in intracellular copper ion homeostasis and intracellular iron ion homeostasis. Located in extracellular space. Implicated in aceruloplasminemia; epilepsy; and hemosiderosis. Biomarker of Wilson disease; cholestasis; systemic scleroderma; type 1 diabetes mellitus; and type 2 diabetes mellitus.	MGI:88476:Cp
FLJ22447	HGNC:44292	LINC03033	long intergenic non-protein coding RNA 3033	No description available	N.A.
GNLY	HGNC:4414	GNLY	granulysin	Involved in antimicrobial humoral immune response mediated by antimicrobial peptide and cellular defense response. Located in cytolytic granule.	N.A.
CNTNAP2	HGNC:13830	CNTNAP2	contactin associated protein 2	Enables enzyme binding activity. Involved in several processes, including forebrain development; positive regulation of gap junction assembly; and vocal learning. Located in several cellular components, including Golgi apparatus; axolemma; and early endosome. Part of voltage-gated potassium channel complex. Implicated in several diseases, including Pitt-Hopkins syndrome; autism spectrum disorder (multiple); communication disorder (multiple); cortical dysplasia-focal epilepsy syndrome; and social phobia.	MGI:1914047:Cntnap2
SIX4	HGNC:10890	SIX4	SIX homeobox 4	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in several processes, including positive regulation of morphogenesis of an epithelium; regulation of DNA-templated transcription; and striated muscle cell differentiation. Predicted to act upstream of or within several processes, including embryonic organ morphogenesis; myoblast migration; and thymus development. Predicted to be located in chromatin and cytoplasm. Predicted to be part of transcription regulator complex. Predicted to be active in nucleus.	MGI:106034:Six4
NDRG1	HGNC:7679	NDRG1	N-myc downstream regulated 1	Enables cadherin binding activity; small GTPase binding activity; and tubulin binding activity. Involved in DNA damage response, signal transduction by p53 class mediator and cellular response to hypoxia. Located in several cellular components, including adherens junction; microtubule cytoskeleton; and recycling endosome membrane. Implicated in Charcot-Marie-Tooth disease type 4D.	MGI:1341799:Ndrg1
MED12L	HGNC:16050	MED12L	mediator complex subunit 12L	Predicted to enable transcription coactivator activity. Predicted to be involved in positive regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. Predicted to be part of mediator complex.	MGI:2139916:Med12l
MROH2A	HGNC:27936	MROH2A	maestro heat like repeat family member 2A	Predicted to be active in cytoplasm.	MGI:3705228:Mroh2a
GPR19	HGNC:4473	GPR19	G protein-coupled receptor 19	Predicted to enable G protein-coupled receptor activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Located in cilium.	MGI:892973:Gpr19
LRP2	HGNC:6694	LRP2	LDL receptor related protein 2	Enables calcium ion binding activity; cargo receptor activity; and protein-folding chaperone binding activity. Involved in several processes, including phosphatidylinositol 3-kinase/protein kinase B signal transduction; receptor-mediated endocytosis; and response to leptin. Located in apical plasma membrane. Part of receptor complex. Implicated in Donnai-Barrow syndrome and autoimmune thyroiditis.	MGI:95794:Lrp2
FBXO48	HGNC:33857	FBXO48	F-box protein 48	Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Predicted to be part of SCF ubiquitin ligase complex.	MGI:2442569:Fbxo48
G0S2	HGNC:30229	G0S2	G0/G1 switch 2	Involved in extrinsic apoptotic signaling pathway and positive regulation of extrinsic apoptotic signaling pathway. Located in mitochondrion.	MGI:1316737:G0s2
PRODH	HGNC:9453	PRODH	proline dehydrogenase 1	Enables FAD binding activity and proline dehydrogenase activity. Involved in regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway. Located in mitochondrion and nucleoplasm. Implicated in amino acid metabolic disorder; hyperprolinemia type 1; and schizophrenia 4.	MGI:97770:Prodh
SLC39A8	HGNC:20862	SLC39A8	solute carrier family 39 member 8	Enables monoatomic cation:bicarbonate symporter activity. Involved in several processes, including cellular detoxification of cadmium ion; monoatomic cation transmembrane transport; and plasma membrane selenite transport. Acts upstream of with a negative effect on negative regulation of canonical NF-kappaB signal transduction and negative regulation of inflammatory response. Located in apical plasma membrane; basolateral plasma membrane; and lysosomal membrane. Implicated in congenital disorder of glycosylation type IIn.	MGI:1914797:Slc39a8
PPP2R2C	HGNC:9306	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma	Predicted to enable protein phosphatase regulator activity. Predicted to be part of protein phosphatase type 2A complex. Predicted to be active in cytosol.	MGI:2442660:Ppp2r2c
JPH2	HGNC:14202	JPH2	junctophilin 2	Enables phospholipid binding activity. Involved in calcium ion homeostasis and positive regulation of ryanodine-sensitive calcium-release channel activity. Located in nucleus. Implicated in dilated cardiomyopathy 2E and hypertrophic cardiomyopathy 17.	MGI:1891496:Jph2
CFAP58	HGNC:26676	CFAP58	cilia and flagella associated protein 58	Involved in protein localization to motile cilium; sperm axoneme assembly; and sperm mitochondrial sheath assembly. Located in sperm midpiece. Implicated in spermatogenic failure 49.	MGI:2685815:Cfap58
SIGLEC12	HGNC:15482	SIGLEC12	sialic acid binding Ig like lectin 12	Predicted to enable sialic acid binding activity. Predicted to be involved in cell adhesion. Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:1932475:Siglece
BPI	HGNC:1095	BPI	bactericidal permeability increasing protein	Enables lipopolysaccharide binding activity. Involved in negative regulation of cytokine production and negative regulation of macrophage activation. Located in cytoplasmic stress granule. Implicated in Crohn's disease. Biomarker of severe acute respiratory syndrome.	MGI:3045315:Bpi
RNF165	HGNC:31696	ARK2C	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C	Predicted to enable ubiquitin protein ligase activity. Predicted to be involved in motor neuron axon guidance and positive regulation of BMP signaling pathway. Predicted to act upstream of or within several processes, including forelimb morphogenesis; nervous system development; and protein polyubiquitination. Predicted to be part of protein-containing complex. Predicted to be active in nucleus.	MGI:2444521:Ark2c
STC2	HGNC:11374	STC2	stanniocalcin 2	Enables enzyme binding activity; heme binding activity; and protein homodimerization activity. Involved in negative regulation of gene expression and regulation of hormone biosynthetic process. Located in endoplasmic reticulum and perinuclear region of cytoplasm. Biomarker of hepatocellular carcinoma.	MGI:1316731:Stc2
CHST6	HGNC:6938	CHST6	carbohydrate sulfotransferase 6	Enables N-acetylglucosamine 6-O-sulfotransferase activity and keratan sulfotransferase activity. Involved in N-acetylglucosamine metabolic process and keratan sulfate biosynthetic process. Predicted to be located in Golgi membrane. Predicted to be active in trans-Golgi network. Implicated in macular corneal dystrophy.	MGI:1931825:Chst5
LAMP3	HGNC:14582	LAMP3	lysosomal associated membrane protein 3	Involved in several processes, including negative regulation of proteolysis; regulation of autophagy; and response to interferon-alpha. Located in early endosome; perinuclear region of cytoplasm; and plasma membrane.	MGI:2441659:Lamp3
FBXO39	HGNC:28565	FBXO39	F-box protein 39	Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Predicted to be part of SCF ubiquitin ligase complex.	MGI:3505735:Fbxo39
MAB21L3	HGNC:26787	MAB21L3	mab-21 like 3	No description available	MGI:2446273:Mab21l3
RP11-295K3.1	not found
ZIC5	HGNC:20322	ZIC5	Zic family member 5	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in central nervous system development and regulation of transcription by RNA polymerase II. Predicted to act upstream of or within forebrain development; neural crest cell differentiation; and neural tube closure. Predicted to be located in nucleus.	MGI:1929518:Zic5
PTPRZ1	HGNC:9685	PTPRZ1	protein tyrosine phosphatase receptor type Z1	Enables integrin binding activity and protein tyrosine phosphatase activity. Predicted to be involved in several processes, including oligodendrocyte differentiation; peptidyl-tyrosine dephosphorylation; and regulation of nervous system development. Predicted to act upstream of or within axonogenesis and hematopoietic progenitor cell differentiation. Located in plasma membrane. Biomarker of gastric adenocarcinoma.	MGI:97816:Ptprz1
